training-loss,epoch,step
0.9757733941078186,0,9899
0.4379134774208069,0,9949
0.8762767910957336,0,9999
0.43363064527511597,0,10049
1.8289597034454346,0,10099
2.8629581928253174,0,10149
0.14143140614032745,0,10199
0.9412564039230347,0,10249
0.6977170705795288,0,10299
1.125859022140503,0,10349
1.220863938331604,0,10399
1.8250250816345215,0,10449
1.0297343730926514,0,10499
0.23908451199531555,0,10549
0.1722743809223175,0,10599
0.45674076676368713,0,10649
0.7676153182983398,0,10699
0.35915571451187134,0,10749
0.7160173654556274,0,10799
0.7004991769790649,0,10849
0.7748347520828247,0,10899
0.5377020835876465,0,10949
0.474340558052063,0,10999
0.5975177884101868,0,11049
0.7645214200019836,0,11099
0.45450180768966675,0,11149
0.8408936858177185,0,11199
1.3458733558654785,0,11249
1.083827257156372,0,11299
2.4483630657196045,0,11349
0.1379024237394333,0,11399
0.9388999938964844,0,11449
0.6377757787704468,0,11499
0.7571996450424194,0,11549
0.4116516709327698,0,11599
1.5988353490829468,0,11649
1.126431941986084,0,11699
1.5954160690307617,0,11749
0.7579206228256226,0,11799
2.1615214347839355,0,11849
0.8904165029525757,0,11899
0.36082425713539124,0,11949
1.15603506565094,0,11999
0.6275401711463928,0,12049
0.8118842244148254,0,12099
0.6441340446472168,0,12149
0.5956966876983643,0,12199
0.7279158234596252,0,12249
0.4077588617801666,0,12299
0.011897452175617218,0,12349
0.2861182391643524,0,12399
0.3907558023929596,0,12449
0.6199765801429749,0,12499
0.7770994305610657,0,12549
1.1673544645309448,0,12599
0.603969931602478,0,12649
1.1716068983078003,0,12699
0.5269650816917419,0,12749
0.8753664493560791,0,12799
0.9930669665336609,0,12849
0.3937639594078064,0,12899
0.4152310788631439,0,12949
0.0808291882276535,0,12999
1.138687014579773,0,13049
0.7768120169639587,0,13099
1.3638156652450562,0,13149
2.402970314025879,0,13199
2.349118947982788,0,13249
0.23813629150390625,0,13299
0.8265315890312195,0,13349
0.23127375543117523,0,13399
0.2918231189250946,0,13449
1.6113706827163696,0,13499
0.0040236045606434345,0,13549
1.3788421154022217,0,13599
0.23060545325279236,0,13649
0.538994312286377,0,13699
0.7272488474845886,0,13749
0.1817241609096527,0,13799
0.36691635847091675,0,13849
1.7647907733917236,0,13899
0.6161652207374573,0,13949
0.8940390348434448,0,13999
0.3588273227214813,0,14049
0.3978272080421448,0,14099
0.04155808687210083,0,14149
1.2666562795639038,0,14199
0.28983262181282043,0,14249
1.2499432563781738,0,14299
0.9906367659568787,0,14349
0.3230228126049042,0,14399
0.7456042170524597,0,14449
0.4082198441028595,0,14499
1.5846208333969116,0,14549
0.3764025568962097,0,14599
2.3106396198272705,0,14649
0.8723353743553162,0,14699
0.09003400802612305,0,14749
0.11460202187299728,0,14799
0.6722726821899414,0,14849
0.6911100149154663,0,14899
0.827487051486969,0,14949
0.8931767344474792,0,14999
0.06400029361248016,0,15049
1.9631563425064087,0,15099
0.8174567222595215,0,15149
0.2773362100124359,0,15199
0.2773447334766388,0,15249
1.6649986505508423,0,15299
0.5243111252784729,0,15349
0.9879987239837646,0,15399
0.6793776750564575,0,15449
0.06205779314041138,0,15499
0.7141342163085938,0,15549
0.7999197244644165,0,15599
0.3082925081253052,0,15649
0.09868746995925903,0,15699
0.5964123606681824,0,15749
0.8784507513046265,0,15799
0.5486326217651367,0,15849
0.6358416676521301,0,15899
0.481881320476532,0,15949
0.006415920797735453,0,15999
2.088576078414917,0,16049
0.3390072286128998,0,16099
0.7557083964347839,0,16149
0.843732476234436,0,16199
0.11688804626464844,0,16249
1.1874908208847046,0,16299
0.30810099840164185,0,16349
0.25300896167755127,0,16399
0.6969638466835022,0,16449
0.10388235002756119,0,16499
0.8812129497528076,0,16549
0.9164424538612366,0,16599
0.3014402985572815,0,16649
0.19584409892559052,0,16699
1.8406234979629517,0,16749
1.182279109954834,0,16799
0.4988589584827423,0,16849
0.8356471657752991,0,16899
0.004610681906342506,0,16949
0.8065162897109985,0,16999
0.8877719044685364,0,17049
0.2788538932800293,0,17099
0.9054501056671143,0,17149
0.38965895771980286,0,17199
0.34603601694107056,0,17249
0.7659631371498108,0,17299
0.12497810274362564,0,17349
0.5953412652015686,0,17399
0.5663523077964783,0,17449
0.007041389122605324,0,17499
0.894027590751648,0,17549
0.024312106892466545,0,17599
0.6351613402366638,0,17649
0.09621133655309677,0,17699
0.5656405091285706,0,17749
1.357950210571289,0,17799
0.5349950790405273,0,17849
0.36526456475257874,0,17899
0.9674974679946899,0,17949
0.2656535506248474,0,17999
0.887937068939209,0,18049
0.6530706882476807,0,18099
0.9573151469230652,0,18149
0.5510942339897156,0,18199
0.5985257029533386,0,18249
0.4110255241394043,0,18299
0.6546802520751953,0,18349
1.6492035388946533,0,18399
0.6177272796630859,0,18449
0.23152907192707062,0,18499
0.29340600967407227,0,18549
0.8720491528511047,0,18599
0.39399272203445435,0,18649
0.6903898119926453,0,18699
0.07712757587432861,0,18749
0.05038122460246086,0,18799
1.0298246145248413,0,18849
0.00936287920922041,0,18899
0.6227735280990601,0,18949
0.26522642374038696,0,18999
0.20883077383041382,0,19049
0.3124801218509674,0,19099
0.3882002830505371,0,19149
0.1626064032316208,0,19199
0.5886640548706055,0,19249
0.003857620758935809,0,19299
0.4978438913822174,0,19349
0.03303969278931618,0,19399
0.3535328507423401,0,19449
0.4608006477355957,0,19499
0.5954801440238953,0,19549
0.5987100005149841,0,19599
0.465218722820282,0,19649
0.9693893194198608,0,19699
0.337639182806015,0,19749
1.607211709022522,0,19799
0.9172376394271851,0,19849
0.7024922966957092,0,19899
0.2853027582168579,0,19949
0.24667029082775116,0,19999
0.5662441253662109,0,20049
0.2216729372739792,0,20099
0.4134364128112793,0,20149
0.38123539090156555,0,20199
0.0029550809413194656,0,20249
0.594072699546814,0,20299
0.9544175267219543,0,20349
0.20758730173110962,0,20399
0.9819961786270142,0,20449
0.7319774627685547,0,20499
0.21308133006095886,0,20549
0.07470982521772385,0,20599
0.2355886697769165,0,20649
0.4407970905303955,0,20699
0.7794960141181946,0,20749
0.18367402255535126,0,20799
0.2223503589630127,0,20849
