training-loss,epoch,step
7.462751865386963,0,49
4.598114013671875,0,99
5.541571140289307,0,149
5.903902053833008,0,199
4.302519798278809,0,249
5.633415222167969,0,299
6.536710262298584,0,349
5.902587890625,0,399
5.208540439605713,0,449
6.213481426239014,0,499
5.146574974060059,0,549
4.899610996246338,0,599
4.925899028778076,0,649
4.556716442108154,0,699
4.952223300933838,0,749
6.215093612670898,0,799
5.315859317779541,0,849
5.409980773925781,0,899
6.788402557373047,0,949
4.600917339324951,0,999
4.716318130493164,0,1049
4.9817705154418945,0,1099
2.7081375122070312,0,1149
3.963639974594116,0,1199
4.558897972106934,0,1249
5.167020797729492,0,1299
3.470268964767456,0,1349
3.9819629192352295,0,1399
4.387967109680176,0,1449
3.5693199634552,0,1499
4.178842067718506,0,1549
2.4505953788757324,0,1599
3.3153345584869385,0,1649
2.271099090576172,0,1699
4.386429309844971,0,1749
2.667987823486328,0,1799
1.7753679752349854,0,1849
2.243537664413452,0,1899
2.484128713607788,0,1949
3.662341356277466,0,1999
2.8076770305633545,0,2049
3.5955817699432373,0,2099
3.5091636180877686,0,2149
3.6813724040985107,0,2199
2.9689269065856934,0,2249
3.524301528930664,0,2299
3.1631019115448,0,2349
2.6870038509368896,0,2399
1.7274590730667114,0,2449
1.5569018125534058,0,2499
3.746929168701172,0,2549
1.757352352142334,0,2599
3.213794469833374,0,2649
2.871452569961548,0,2699
4.2632317543029785,0,2749
2.453195333480835,0,2799
2.973813533782959,0,2849
2.0894579887390137,0,2899
2.195523977279663,0,2949
2.7104480266571045,0,2999
2.618955612182617,0,3049
2.7938334941864014,0,3099
3.9999120235443115,0,3149
1.4287810325622559,0,3199
2.1667540073394775,0,3249
2.986422300338745,0,3299
3.432785749435425,0,3349
3.7490017414093018,0,3399
0.8149439096450806,0,3449
2.1909635066986084,0,3499
1.9822773933410645,0,3549
3.385946273803711,0,3599
3.0209007263183594,0,3649
1.476615309715271,0,3699
1.7517591714859009,0,3749
1.9313225746154785,0,3799
2.684187650680542,0,3849
2.8370139598846436,0,3899
3.256648540496826,0,3949
2.4929141998291016,0,3999
2.9288079738616943,0,4049
2.9767162799835205,0,4099
2.244969367980957,0,4149
2.6974995136260986,0,4199
1.7760162353515625,0,4249
2.472498893737793,0,4299
2.5239014625549316,0,4349
3.319859504699707,0,4399
2.2252235412597656,0,4449
2.510161876678467,0,4499
2.7030370235443115,0,4549
1.8394235372543335,0,4599
2.016672372817993,0,4649
3.1801860332489014,0,4699
1.525259017944336,0,4749
2.5062148571014404,0,4799
1.3770103454589844,0,4849
2.7971255779266357,0,4899
1.4689984321594238,0,4949
1.2093102931976318,0,4999
3.8922319412231445,0,5049
2.824272871017456,0,5099
1.902587890625,0,5149
1.4609466791152954,0,5199
1.5081084966659546,0,5249
1.350294828414917,0,5299
1.0467227697372437,0,5349
1.3634302616119385,0,5399
2.3475730419158936,0,5449
0.8901715874671936,0,5499
2.236271381378174,0,5549
1.3432676792144775,0,5599
1.357284665107727,0,5649
2.89886736869812,0,5699
2.7845799922943115,0,5749
0.8217617869377136,0,5799
1.4189997911453247,0,5849
2.882699489593506,0,5899
2.268022060394287,0,5949
0.3378720283508301,0,5999
0.8287211656570435,0,6049
1.2156089544296265,0,6099
2.3052890300750732,0,6149
1.3042480945587158,0,6199
1.4055074453353882,0,6249
1.4133529663085938,0,6299
0.9240924119949341,0,6349
2.107525587081909,0,6399
1.5798463821411133,0,6449
0.4884665310382843,0,6499
2.280869483947754,0,6549
1.563325047492981,0,6599
2.3478751182556152,0,6649
1.5461980104446411,0,6699
1.4538092613220215,0,6749
0.6688640117645264,0,6799
1.7274116277694702,0,6849
1.5130996704101562,0,6899
3.167036533355713,0,6949
1.034518837928772,0,6999
0.4542071223258972,0,7049
1.5981277227401733,0,7099
1.1650959253311157,0,7149
0.9119105339050293,0,7199
1.235836148262024,0,7249
1.9710767269134521,0,7299
0.7448449730873108,0,7349
2.046954870223999,0,7399
1.3505773544311523,0,7449
1.6302992105484009,0,7499
1.8819795846939087,0,7549
1.3444305658340454,0,7599
0.3706619143486023,0,7649
0.9612904191017151,0,7699
2.423086643218994,0,7749
2.018275022506714,0,7799
0.7344447374343872,0,7849
1.3071755170822144,0,7899
1.8154270648956299,0,7949
0.5203002095222473,0,7999
2.5705177783966064,0,8049
0.5484873056411743,0,8099
0.7622522711753845,0,8149
1.2758204936981201,0,8199
0.5171729922294617,0,8249
0.4573197364807129,0,8299
1.0236157178878784,0,8349
1.1782763004302979,0,8399
0.3732363283634186,0,8449
0.6951596736907959,0,8499
0.559542715549469,0,8549
1.0881991386413574,0,8599
1.9042532444000244,0,8649
0.8905922770500183,0,8699
1.462721824645996,0,8749
1.7730222940444946,0,8799
0.8349143266677856,0,8849
0.7078637480735779,0,8899
0.7389095425605774,0,8949
1.4872608184814453,0,8999
0.3098134398460388,0,9049
1.1491345167160034,0,9099
0.9682037234306335,0,9149
1.1426029205322266,0,9199
1.8544787168502808,0,9249
0.8105320930480957,0,9299
1.6829168796539307,0,9349
0.8804371356964111,0,9399
1.6284559965133667,0,9449
0.5155248045921326,0,9499
0.09753286093473434,0,9549
1.1936818361282349,0,9599
2.3954200744628906,0,9649
1.6153663396835327,0,9699
1.1489499807357788,0,9749
1.495602011680603,0,9799
1.0938071012496948,0,9849
